Shipment_ID,Order_ID,Customer_ID,Product_ID,Origin_Country,Destination_Country,Transport_Mode,Carrier,Order_Date,Shipping_Date,Planned_Arrival_Date,Actual_Arrival_Date,Delay_Days,Delay_Status,Delay_Reason,Shipment_Value,Priority_Level,Route
100469,204948,7967,13,South Africa,Brazil,Road,Cargo Carriers,2024-06-17,2024-06-20,2024-06-26,2024-06-27,1,Delayed,Customs,48381.56,Medium,South Africa → Brazil
100470,201403,5826,17,Germany,Brazil,Air,Emirates (EK),2024-09-05,2024-09-10,2024-09-22,2024-09-23,1,Delayed,Carrier Issues,13541.73,High,Germany → Brazil
100471,247151,5979,1,USA,India,Air,Qatar Airways (QR),2024-02-14,2024-02-17,2024-03-05,2024-03-05,0,On-Time,,31003.37,High,USA → India
100472,267861,5062,3,China,UK,Road,FedEx,2024-07-26,2024-07-31,2024-08-16,2024-08-16,0,On-Time,,26713.16,Medium,China → UK
100473,229661,7483,7,India,USA,Sea,COSCO,2023-01-05,2023-01-08,2023-01-18,2023-01-31,13,Delayed,Documentation Issues,38461.62,Low,India → USA
100474,209487,7060,10,South Africa,China,Air,British Airways (IAG),2023-09-21,2023-09-26,2023-10-09,2023-10-14,5,Delayed,Documentation Issues,72488.1,Low,South Africa → China
100475,263390,8153,8,UK,Netherlands,Sea,PIL (Pacific International Lines),2024-11-28,2024-12-02,2024-12-07,2024-12-12,5,Delayed,Documentation Issues,9603.85,High,UK → Netherlands
100476,250157,7595,8,UK,USA,Road,DHL,2023-11-20,2023-11-24,2023-12-10,2023-12-14,4,Delayed,Carrier Issues,40638.24,Low,UK → USA
100477,234517,6016,10,China,UK,Sea,ONE (Ocean Network Express),2023-03-19,2023-03-24,2023-04-03,2023-04-11,8,Delayed,Documentation Issues,24226.59,High,China → UK
100478,275197,6102,6,UK,Brazil,Road,DHL,2024-05-25,2024-05-27,2024-06-08,2024-06-20,12,Delayed,Customs,65582.94,High,UK → Brazil
100479,230042,5830,8,Netherlands,India,Road,FedEx,2023-06-09,2023-06-10,2023-06-18,2023-06-24,6,Delayed,Weather,51010.1,Low,Netherlands → India
100480,264574,7514,1,UK,Netherlands,Road,DHL,2024-05-08,2024-05-11,2024-05-26,2024-05-28,2,Delayed,Documentation Issues,67460.97,Low,UK → Netherlands
100481,236009,7010,6,UK,Netherlands,Road,FedEx,2024-02-12,2024-02-14,2024-02-23,2024-02-23,0,On-Time,,5006.96,Medium,UK → Netherlands
100482,262694,8848,18,China,South Africa,Road,FedEx,2024-02-08,2024-02-10,2024-02-29,2024-02-29,0,On-Time,,73261.53,Low,China → South Africa
100483,267922,6884,11,UK,Germany,Air,Emirates (EK),2024-11-21,2024-11-23,2024-12-10,2024-12-12,2,Delayed,Carrier Issues,8455.34,Medium,UK → Germany
100484,280318,8530,9,USA,Brazil,Road,FedEx,2023-08-31,2023-09-03,2023-09-23,2023-09-23,0,On-Time,,71930.98,Medium,USA → Brazil
100485,247962,5753,16,South Africa,Netherlands,Air,Kenya Airways (KQ),2024-01-17,2024-01-20,2024-02-06,2024-02-06,0,On-Time,,21692.59,High,South Africa → Netherlands
100486,274895,5537,19,UK,USA,Air,Emirates (EK),2023-10-04,2023-10-06,2023-10-24,2023-10-24,0,On-Time,,64366.85,High,UK → USA
100487,219116,8276,5,India,Germany,Air,Etihad (EY),2024-03-07,2024-03-11,2024-03-20,2024-03-20,0,On-Time,,74671.57,Low,India → Germany
100488,267765,7187,11,Netherlands,USA,Sea,ONE (Ocean Network Express),2023-09-14,2023-09-19,2023-09-25,2023-10-10,15,Delayed,Documentation Issues,8324.14,High,Netherlands → USA
100489,207869,5882,9,India,Germany,Road,DHL,2024-04-05,2024-04-08,2024-04-21,2024-04-26,5,Delayed,Port Congestion,27662.69,Low,India → Germany
100490,233779,6409,1,South Africa,UK,Air,Qatar Airways (QR),2024-11-26,2024-12-01,2024-12-12,2024-12-13,1,Delayed,Carrier Issues,43616.19,Low,South Africa → UK
100491,270574,5714,10,South Africa,USA,Sea,COSCO,2024-05-14,2024-05-18,2024-05-25,2024-06-08,14,Delayed,Documentation Issues,46411.12,Medium,South Africa → USA
100492,282799,8918,5,Netherlands,UK,Air,Air France-KLM (AFKLM),2023-12-12,2023-12-16,2024-01-02,2024-01-04,2,Delayed,Weather,6854.28,Medium,Netherlands → UK
100493,229912,6284,11,Brazil,Netherlands,Sea,ONE (Ocean Network Express),2024-09-11,2024-09-15,2024-09-28,2024-09-30,2,Delayed,Documentation Issues,58792.08,Medium,Brazil → Netherlands
100494,298028,7404,17,India,China,Sea,MSC (Mediterranean Shipping Company),2023-07-08,2023-07-09,2023-07-18,2023-08-01,14,Delayed,Customs,49989.67,Low,India → China
100495,291841,8070,3,USA,Netherlands,Air,Kenya Airways (KQ),2023-04-16,2023-04-17,2023-04-24,2023-04-27,3,Delayed,Documentation Issues,41584.1,High,USA → Netherlands
100496,252037,7146,3,China,Netherlands,Sea,COSCO,2023-06-09,2023-06-10,2023-06-27,2023-06-28,1,Delayed,Port Congestion,17972.34,Low,China → Netherlands
100497,237247,6815,5,USA,Germany,Road,DHL,2023-01-30,2023-01-31,2023-02-16,2023-02-18,2,Delayed,Port Congestion,64953.84,Medium,USA → Germany
100498,270855,8829,9,Brazil,China,Sea,MSC (Mediterranean Shipping Company),2024-07-06,2024-07-08,2024-07-27,2024-07-29,2,Delayed,Carrier Issues,33188.33,Low,Brazil → China
100499,283824,7186,10,South Africa,USA,Sea,COSCO,2023-08-21,2023-08-22,2023-09-10,2023-09-10,0,On-Time,,23782.25,Medium,South Africa → USA
100500,234053,5637,10,China,USA,Air,British Airways (IAG),2023-05-20,2023-05-23,2023-06-06,2023-06-09,3,Delayed,Documentation Issues,40597.32,Low,China → USA
100501,264478,8878,16,Germany,UK,Air,Kenya Airways (KQ),2023-10-27,2023-11-01,2023-11-13,2023-11-18,5,Delayed,Weather,41567.7,High,Germany → UK
100502,253967,8613,18,South Africa,Netherlands,Sea,MSC (Mediterranean Shipping Company),2023-06-17,2023-06-21,2023-07-08,2023-07-08,0,On-Time,,17323.84,High,South Africa → Netherlands
100503,255343,7561,8,India,UK,Road,Cargo Carriers,2024-12-02,2024-12-05,2024-12-19,2024-12-23,4,Delayed,Carrier Issues,60851.84,Medium,India → UK
100504,224641,8495,3,USA,Brazil,Air,Qatar Airways (QR),2023-04-24,2023-04-28,2023-05-17,2023-05-17,0,On-Time,,21137.93,Low,USA → Brazil
100505,264486,5769,11,China,Germany,Air,Emirates (EK),2024-07-01,2024-07-02,2024-07-12,2024-07-13,1,Delayed,Weather,21876.48,High,China → Germany
100506,293742,6795,1,Germany,China,Air,Etihad (EY),2023-01-16,2023-01-20,2023-01-31,2023-01-31,0,On-Time,,26301.55,Medium,Germany → China
100507,265325,6521,15,UK,Germany,Air,Qatar Airways (QR),2023-03-24,2023-03-26,2023-04-01,2023-04-01,0,On-Time,,20721.26,Medium,UK → Germany
100508,209356,7224,16,USA,Brazil,Air,Qatar Airways (QR),2024-01-26,2024-01-27,2024-02-04,2024-02-06,2,Delayed,Customs,29475.04,Medium,USA → Brazil
100509,232396,8021,2,USA,UK,Sea,Maersk,2024-06-17,2024-06-19,2024-07-09,2024-07-11,2,Delayed,Documentation Issues,51426.73,Medium,USA → UK
100510,242344,5649,2,UK,Brazil,Road,Cargo Carriers,2023-05-06,2023-05-09,2023-05-29,2023-06-01,3,Delayed,Port Congestion,15705.55,High,UK → Brazil
100511,287385,5892,4,Germany,USA,Road,FedEx,2023-11-29,2023-11-30,2023-12-10,2023-12-12,2,Delayed,Port Congestion,44267.57,Medium,Germany → USA
100512,231862,5036,2,Brazil,Germany,Road,FedEx,2024-12-05,2024-12-10,2024-12-19,2024-12-21,2,Delayed,Port Congestion,58038.98,High,Brazil → Germany
100513,220669,7047,3,UK,USA,Road,FedEx,2024-10-02,2024-10-03,2024-10-09,2024-10-09,0,On-Time,,27308.31,High,UK → USA
100514,291924,7196,4,USA,Germany,Sea,MSC (Mediterranean Shipping Company),2023-11-21,2023-11-26,2023-12-12,2023-12-16,4,Delayed,Documentation Issues,55255.97,High,USA → Germany
100515,290341,6547,12,UK,India,Air,Qatar Airways (QR),2023-02-10,2023-02-14,2023-03-05,2023-03-08,3,Delayed,Carrier Issues,22808.88,Low,UK → India
100516,264237,5777,19,USA,Brazil,Road,FedEx,2023-11-28,2023-12-02,2023-12-15,2023-12-19,4,Delayed,Carrier Issues,68671.08,Low,USA → Brazil
100517,221016,5282,17,USA,South Africa,Sea,ONE (Ocean Network Express),2023-09-27,2023-10-02,2023-10-18,2023-10-20,2,Delayed,Documentation Issues,1053.27,Low,USA → South Africa
100518,266316,6552,6,China,Germany,Road,FedEx,2024-09-27,2024-09-29,2024-10-14,2024-10-17,3,Delayed,Weather,49713.42,Low,China → Germany
100519,250789,5777,17,UK,USA,Sea,COSCO,2023-06-07,2023-06-12,2023-06-26,2023-07-06,10,Delayed,Port Congestion,31325.54,Medium,UK → USA
100520,214478,5394,17,UK,China,Air,Emirates (EK),2023-05-13,2023-05-15,2023-05-21,2023-05-21,0,On-Time,,15953.85,Medium,UK → China
100521,225115,5404,2,Brazil,USA,Road,FedEx,2024-11-04,2024-11-08,2024-11-21,2024-11-25,4,Delayed,Weather,28110.2,Low,Brazil → USA
100522,294089,5290,1,USA,Netherlands,Road,FedEx,2023-03-23,2023-03-27,2023-04-02,2023-04-03,1,Delayed,Port Congestion,42293.47,Medium,USA → Netherlands
100523,248374,8253,2,Netherlands,South Africa,Road,FedEx,2024-06-25,2024-06-26,2024-07-03,2024-07-07,4,Delayed,Port Congestion,6767.22,High,Netherlands → South Africa
100524,268089,5397,4,UK,India,Air,British Airways (IAG),2024-01-30,2024-02-01,2024-02-12,2024-02-12,0,On-Time,,39938.21,High,UK → India
100525,274714,7561,6,Brazil,China,Road,Cargo Carriers,2024-03-01,2024-03-02,2024-03-18,2024-03-18,0,On-Time,,50912.45,Low,Brazil → China
100526,287194,6749,4,USA,India,Air,British Airways (IAG),2024-02-16,2024-02-21,2024-03-07,2024-03-07,0,On-Time,,49657.36,Low,USA → India
100527,278632,6814,12,Germany,Netherlands,Road,FedEx,2024-01-16,2024-01-20,2024-02-07,2024-02-10,3,Delayed,Port Congestion,46022.59,Low,Germany → Netherlands
100528,271516,5876,13,Netherlands,China,Road,Cargo Carriers,2023-09-18,2023-09-21,2023-10-10,2023-10-13,3,Delayed,Documentation Issues,72027.01,High,Netherlands → China
100529,295199,5141,10,Brazil,South Africa,Air,British Airways (IAG),2023-05-19,2023-05-22,2023-05-27,2023-05-27,0,On-Time,,23224.71,High,Brazil → South Africa
100530,228157,8505,11,China,Germany,Road,FedEx,2024-07-20,2024-07-25,2024-08-03,2024-08-07,4,Delayed,Weather,3792.49,Medium,China → Germany
100531,220461,5566,9,South Africa,Germany,Road,DHL,2023-08-27,2023-08-30,2023-09-13,2023-09-13,0,On-Time,,7800.98,Medium,South Africa → Germany
100532,274588,8759,7,UK,India,Air,Air France-KLM (AFKLM),2023-11-29,2023-12-03,2023-12-13,2023-12-14,1,Delayed,Documentation Issues,62102.19,Low,UK → India
100533,292123,7360,4,Brazil,South Africa,Road,FedEx,2023-02-08,2023-02-13,2023-03-02,2023-03-02,0,On-Time,,6807.33,High,Brazil → South Africa
100534,243829,6425,14,South Africa,UK,Air,Etihad (EY),2024-10-30,2024-11-04,2024-11-09,2024-11-09,0,On-Time,,47907.65,Low,South Africa → UK
100535,250133,5221,10,India,UK,Air,Qatar Airways (QR),2024-07-06,2024-07-11,2024-07-20,2024-07-22,2,Delayed,Port Congestion,38177.72,High,India → UK
100536,220079,5206,13,India,China,Road,Cargo Carriers,2024-05-31,2024-06-01,2024-06-13,2024-06-13,0,On-Time,,32963.24,Medium,India → China
100537,219400,5541,11,China,UK,Sea,COSCO,2023-02-20,2023-02-25,2023-03-14,2023-03-19,5,Delayed,Port Congestion,7295.85,Low,China → UK
100538,256949,8169,5,UK,Netherlands,Air,Kenya Airways (KQ),2024-07-26,2024-07-28,2024-08-17,2024-08-21,4,Delayed,Documentation Issues,49266.38,High,UK → Netherlands
100539,273553,7523,17,Germany,USA,Air,Emirates (EK),2023-09-30,2023-10-04,2023-10-19,2023-10-19,0,On-Time,,51670.61,Low,Germany → USA
100540,211743,5460,14,South Africa,Netherlands,Sea,ONE (Ocean Network Express),2023-07-15,2023-07-18,2023-08-03,2023-08-14,11,Delayed,Carrier Issues,49500.33,Medium,South Africa → Netherlands
100541,222184,6432,20,Netherlands,South Africa,Sea,COSCO,2023-05-30,2023-06-03,2023-06-09,2023-06-10,1,Delayed,Customs,15776.71,Medium,Netherlands → South Africa
100542,220446,8103,3,USA,China,Road,DHL,2023-09-06,2023-09-11,2023-09-20,2023-09-24,4,Delayed,Port Congestion,2016.26,Low,USA → China
100543,214585,6249,15,India,Germany,Air,Qatar Airways (QR),2023-08-03,2023-08-08,2023-08-19,2023-08-23,4,Delayed,Customs,41435.39,Medium,India → Germany
100544,271932,6978,20,UK,India,Air,Air France-KLM (AFKLM),2024-11-15,2024-11-16,2024-12-03,2024-12-03,0,On-Time,,44142.37,Low,UK → India
100545,269048,5178,9,USA,India,Air,Qatar Airways (QR),2023-07-25,2023-07-30,2023-08-12,2023-08-12,0,On-Time,,4928.31,Low,USA → India
100546,201092,5272,13,UK,China,Sea,ONE (Ocean Network Express),2023-04-21,2023-04-22,2023-05-06,2023-05-15,9,Delayed,Documentation Issues,18106.48,Medium,UK → China
100547,266655,9000,4,Germany,Netherlands,Sea,COSCO,2024-06-28,2024-06-29,2024-07-09,2024-07-14,5,Delayed,Customs,38048.16,Medium,Germany → Netherlands
100548,273490,8794,1,China,South Africa,Air,British Airways (IAG),2023-11-09,2023-11-12,2023-12-02,2023-12-04,2,Delayed,Documentation Issues,56084.91,High,China → South Africa
100549,245453,7802,12,South Africa,USA,Road,FedEx,2023-08-30,2023-09-04,2023-09-17,2023-09-18,1,Delayed,Weather,47308.63,Medium,South Africa → USA
100550,203862,8867,18,Germany,India,Air,Etihad (EY),2023-12-16,2023-12-20,2023-12-29,2023-12-31,2,Delayed,Weather,55011.84,Low,Germany → India
100551,288866,7508,8,South Africa,UK,Air,British Airways (IAG),2023-06-06,2023-06-10,2023-06-24,2023-06-25,1,Delayed,Carrier Issues,25367.07,Low,South Africa → UK
100552,217271,5846,5,Brazil,Germany,Road,Cargo Carriers,2023-07-27,2023-07-29,2023-08-12,2023-08-18,6,Delayed,Carrier Issues,68307.64,Medium,Brazil → Germany
100553,219025,7687,19,USA,India,Sea,Maersk,2024-07-24,2024-07-29,2024-08-06,2024-08-14,8,Delayed,Customs,24502.22,High,USA → India
100554,295299,5120,11,South Africa,UK,Sea,ONE (Ocean Network Express),2024-03-29,2024-04-01,2024-04-10,2024-04-18,8,Delayed,Customs,8901.09,High,South Africa → UK
100555,203433,8122,20,Brazil,India,Sea,COSCO,2024-08-03,2024-08-08,2024-08-20,2024-08-24,4,Delayed,Carrier Issues,18181.51,Low,Brazil → India
100556,203418,6471,3,UK,Germany,Sea,MSC (Mediterranean Shipping Company),2024-05-29,2024-06-03,2024-06-23,2024-06-27,4,Delayed,Port Congestion,14614.26,Medium,UK → Germany
100557,264414,6940,5,USA,India,Air,Etihad (EY),2023-02-03,2023-02-07,2023-02-12,2023-02-13,1,Delayed,Port Congestion,71314.66,High,USA → India
100558,297303,7749,7,UK,Netherlands,Air,Emirates (EK),2023-07-01,2023-07-05,2023-07-25,2023-07-27,2,Delayed,Port Congestion,65141.34,High,UK → Netherlands
100559,256040,6658,2,Brazil,South Africa,Road,FedEx,2023-11-17,2023-11-21,2023-11-27,2023-11-28,1,Delayed,Carrier Issues,9089.41,Medium,Brazil → South Africa
100560,205559,8595,8,India,UK,Road,FedEx,2023-02-10,2023-02-15,2023-03-04,2023-03-07,3,Delayed,Carrier Issues,57621.83,High,India → UK
100561,224884,6192,15,South Africa,Brazil,Sea,ONE (Ocean Network Express),2024-04-17,2024-04-19,2024-05-07,2024-05-24,17,Delayed,Port Congestion,46371.94,High,South Africa → Brazil
100562,290433,7117,5,India,USA,Road,FedEx,2023-04-03,2023-04-08,2023-04-16,2023-04-21,5,Delayed,Customs,58626.1,Low,India → USA
100563,271618,5554,13,South Africa,UK,Sea,PIL (Pacific International Lines),2023-01-26,2023-01-28,2023-02-16,2023-02-21,5,Delayed,Carrier Issues,67349.7,High,South Africa → UK
100564,259596,5369,9,Germany,Netherlands,Road,Cargo Carriers,2023-06-17,2023-06-18,2023-06-25,2023-07-01,6,Delayed,Weather,53260.78,Low,Germany → Netherlands
100565,247571,5349,17,UK,South Africa,Sea,COSCO,2024-09-18,2024-09-20,2024-10-07,2024-10-11,4,Delayed,Carrier Issues,29164.92,High,UK → South Africa
100566,243934,7316,5,USA,India,Air,Etihad (EY),2023-02-22,2023-02-26,2023-03-12,2023-03-12,0,On-Time,,23904.35,Medium,USA → India
100567,237851,7565,6,USA,China,Air,Etihad (EY),2023-01-04,2023-01-09,2023-01-22,2023-01-22,0,On-Time,,1903.37,Medium,USA → China
100568,265358,7226,1,Brazil,South Africa,Sea,MSC (Mediterranean Shipping Company),2023-08-11,2023-08-16,2023-09-05,2023-09-05,0,On-Time,,34576.65,Medium,Brazil → South Africa
100569,210407,7462,20,China,USA,Air,British Airways (IAG),2023-10-12,2023-10-17,2023-10-28,2023-10-29,1,Delayed,Weather,14678.16,High,China → USA
100570,285626,6429,2,USA,South Africa,Air,Air France-KLM (AFKLM),2024-08-14,2024-08-19,2024-09-02,2024-09-04,2,Delayed,Port Congestion,69108.47,High,USA → South Africa
100571,214272,6707,6,USA,India,Road,FedEx,2024-09-17,2024-09-22,2024-10-02,2024-10-10,8,Delayed,Documentation Issues,56450.78,Medium,USA → India
100572,204697,5381,10,Germany,Netherlands,Sea,PIL (Pacific International Lines),2023-03-11,2023-03-15,2023-03-22,2023-03-30,8,Delayed,Port Congestion,35840.45,High,Germany → Netherlands
100573,291045,8520,9,South Africa,China,Road,FedEx,2024-06-21,2024-06-23,2024-07-04,2024-07-06,2,Delayed,Carrier Issues,5305.66,Low,South Africa → China
100574,295646,7576,17,China,UK,Sea,COSCO,2023-10-22,2023-10-26,2023-11-10,2023-11-21,11,Delayed,Port Congestion,39878.95,Low,China → UK
100575,246380,8797,5,Brazil,India,Road,FedEx,2024-06-16,2024-06-20,2024-07-10,2024-07-10,0,On-Time,,60790.55,Low,Brazil → India
100576,230503,7902,10,USA,UK,Air,Emirates (EK),2023-01-25,2023-01-29,2023-02-06,2023-02-08,2,Delayed,Customs,60167.76,Medium,USA → UK
100577,254269,5186,11,South Africa,USA,Road,Cargo Carriers,2023-08-06,2023-08-07,2023-08-18,2023-08-23,5,Delayed,Port Congestion,19826.9,High,South Africa → USA
100578,240340,6229,17,Brazil,China,Sea,Maersk,2023-04-27,2023-04-30,2023-05-15,2023-05-15,0,On-Time,,30307.65,Low,Brazil → China
100579,280739,8932,1,Netherlands,India,Air,Etihad (EY),2023-12-05,2023-12-08,2023-12-28,2024-01-01,4,Delayed,Documentation Issues,59996.82,Low,Netherlands → India
100580,217793,6972,5,Brazil,UK,Sea,COSCO,2023-12-10,2023-12-14,2024-01-01,2024-01-09,8,Delayed,Weather,62797.82,Medium,Brazil → UK
100581,274048,7969,11,Brazil,China,Road,DHL,2023-08-02,2023-08-07,2023-08-22,2023-08-23,1,Delayed,Port Congestion,5899.77,High,Brazil → China
100582,236760,8443,1,South Africa,China,Sea,COSCO,2023-06-19,2023-06-24,2023-07-11,2023-07-21,10,Delayed,Customs,45044.2,Medium,South Africa → China
100583,292440,8513,11,UK,South Africa,Air,Qatar Airways (QR),2024-02-28,2024-02-29,2024-03-20,2024-03-26,6,Delayed,Customs,28497.18,Medium,UK → South Africa
100584,228329,7150,10,USA,Brazil,Air,Qatar Airways (QR),2023-02-08,2023-02-10,2023-02-17,2023-02-19,2,Delayed,Documentation Issues,38443.61,Medium,USA → Brazil
100585,265543,5631,7,South Africa,China,Sea,COSCO,2023-11-14,2023-11-17,2023-11-26,2023-12-04,8,Delayed,Weather,61838.25,Low,South Africa → China
100586,288698,5543,7,UK,India,Air,Kenya Airways (KQ),2024-02-01,2024-02-06,2024-02-14,2024-02-15,1,Delayed,Weather,24012.62,High,UK → India
100587,290053,8473,20,Netherlands,UK,Air,Qatar Airways (QR),2024-04-23,2024-04-24,2024-05-02,2024-05-02,0,On-Time,,39522.75,Low,Netherlands → UK
100588,297721,6279,1,Brazil,USA,Sea,MSC (Mediterranean Shipping Company),2023-11-25,2023-11-27,2023-12-08,2023-12-19,11,Delayed,Port Congestion,21472.07,Medium,Brazil → USA
100589,257817,7748,4,Germany,India,Air,Etihad (EY),2023-10-08,2023-10-09,2023-10-14,2023-10-14,0,On-Time,,71914.06,Low,Germany → India
100590,267378,5419,7,India,Netherlands,Sea,COSCO,2023-11-23,2023-11-26,2023-12-05,2023-12-12,7,Delayed,Port Congestion,43482.14,High,India → Netherlands
100591,209337,6275,20,South Africa,China,Road,FedEx,2023-02-21,2023-02-23,2023-02-28,2023-03-01,1,Delayed,Documentation Issues,67843.64,High,South Africa → China
100592,213884,6571,2,China,UK,Sea,PIL (Pacific International Lines),2023-07-03,2023-07-08,2023-07-27,2023-08-05,9,Delayed,Carrier Issues,27316.2,Medium,China → UK
100593,225971,7920,18,China,UK,Sea,COSCO,2023-05-15,2023-05-16,2023-06-04,2023-06-12,8,Delayed,Weather,34713.23,Low,China → UK
100594,284465,7909,15,India,Germany,Air,Etihad (EY),2023-05-28,2023-06-02,2023-06-15,2023-06-19,4,Delayed,Port Congestion,30013.69,Low,India → Germany
100595,287186,6353,11,India,USA,Sea,Maersk,2023-03-08,2023-03-12,2023-03-20,2023-03-24,4,Delayed,Port Congestion,36420.25,High,India → USA
100596,236996,8145,12,Brazil,South Africa,Road,DHL,2024-06-04,2024-06-05,2024-06-22,2024-06-24,2,Delayed,Weather,25114.36,Low,Brazil → South Africa
100597,209296,8245,10,India,Netherlands,Sea,PIL (Pacific International Lines),2024-08-27,2024-08-31,2024-09-12,2024-09-14,2,Delayed,Carrier Issues,19033.14,High,India → Netherlands
100598,263225,6572,3,South Africa,China,Air,Air France-KLM (AFKLM),2024-08-28,2024-09-01,2024-09-19,2024-09-20,1,Delayed,Carrier Issues,59262.18,Low,South Africa → China
100599,290981,5967,6,UK,China,Road,DHL,2024-08-10,2024-08-14,2024-08-22,2024-08-26,4,Delayed,Carrier Issues,45109.59,Medium,UK → China
100600,272756,5399,15,USA,Brazil,Sea,PIL (Pacific International Lines),2023-03-13,2023-03-18,2023-03-26,2023-04-05,10,Delayed,Carrier Issues,58079.41,Medium,USA → Brazil
100601,242914,7024,2,China,UK,Air,Etihad (EY),2024-08-17,2024-08-18,2024-08-27,2024-08-27,0,On-Time,,49905.22,Medium,China → UK
100602,269632,6193,13,Brazil,India,Road,FedEx,2023-07-20,2023-07-22,2023-08-06,2023-08-11,5,Delayed,Port Congestion,43200.45,Low,Brazil → India
100603,239917,8762,14,UK,South Africa,Sea,Maersk,2024-08-19,2024-08-20,2024-09-06,2024-09-19,13,Delayed,Customs,64085.38,High,UK → South Africa
100604,248394,8690,18,China,India,Air,Air France-KLM (AFKLM),2024-07-27,2024-07-30,2024-08-07,2024-08-09,2,Delayed,Port Congestion,65060.29,High,China → India
100605,256585,7876,19,South Africa,Brazil,Road,FedEx,2024-01-27,2024-01-31,2024-02-17,2024-02-25,8,Delayed,Documentation Issues,41338.79,Low,South Africa → Brazil
100606,222729,6945,5,USA,UK,Road,FedEx,2024-01-04,2024-01-08,2024-01-17,2024-01-17,0,On-Time,,22346.84,Low,USA → UK
100607,216455,5550,1,China,Brazil,Road,DHL,2023-05-28,2023-06-01,2023-06-19,2023-06-19,0,On-Time,,73148.15,High,China → Brazil
100608,211097,5562,14,Netherlands,UK,Sea,COSCO,2024-03-11,2024-03-16,2024-03-26,2024-03-26,0,On-Time,,34625.18,Medium,Netherlands → UK
100609,272358,8359,15,South Africa,India,Sea,MSC (Mediterranean Shipping Company),2023-07-10,2023-07-14,2023-07-19,2023-08-02,14,Delayed,Carrier Issues,37863.62,Low,South Africa → India
100610,231031,7916,17,Germany,India,Sea,COSCO,2024-08-13,2024-08-16,2024-08-22,2024-09-01,10,Delayed,Weather,43043.07,Low,Germany → India
100611,248310,5463,19,India,Germany,Road,DHL,2023-05-26,2023-05-31,2023-06-13,2023-06-15,2,Delayed,Documentation Issues,39254.27,Low,India → Germany
100612,279963,5362,8,India,Germany,Road,Cargo Carriers,2024-11-10,2024-11-11,2024-11-25,2024-11-28,3,Delayed,Carrier Issues,4905.3,Medium,India → Germany
100613,270127,8188,1,India,Germany,Sea,COSCO,2024-04-25,2024-04-30,2024-05-15,2024-05-16,1,Delayed,Documentation Issues,27115.68,Medium,India → Germany
100614,237907,5686,2,UK,Germany,Road,Cargo Carriers,2023-11-08,2023-11-13,2023-11-26,2023-12-06,10,Delayed,Weather,47568.2,Low,UK → Germany
100615,222161,7346,2,UK,China,Sea,COSCO,2023-01-28,2023-01-31,2023-02-20,2023-02-27,7,Delayed,Weather,10384.78,High,UK → China
100616,236418,6032,5,Brazil,India,Sea,ONE (Ocean Network Express),2023-09-21,2023-09-22,2023-09-30,2023-10-07,7,Delayed,Carrier Issues,13921.42,Low,Brazil → India
100617,296857,5619,15,South Africa,Germany,Air,Qatar Airways (QR),2023-08-30,2023-09-03,2023-09-13,2023-09-16,3,Delayed,Carrier Issues,64789.07,Medium,South Africa → Germany
100618,211062,8962,5,Brazil,South Africa,Air,Kenya Airways (KQ),2024-02-27,2024-03-02,2024-03-14,2024-03-16,2,Delayed,Documentation Issues,54723.93,High,Brazil → South Africa
100619,227637,7366,12,China,India,Road,FedEx,2023-04-29,2023-04-30,2023-05-10,2023-05-13,3,Delayed,Documentation Issues,30507.12,Medium,China → India
100620,262425,8056,18,Germany,China,Sea,PIL (Pacific International Lines),2024-04-30,2024-05-03,2024-05-12,2024-05-15,3,Delayed,Carrier Issues,65400.55,High,Germany → China
100621,237852,8797,15,South Africa,India,Road,FedEx,2024-06-26,2024-06-27,2024-07-05,2024-07-09,4,Delayed,Carrier Issues,48169.39,Medium,South Africa → India
100622,280017,8760,9,South Africa,China,Sea,ONE (Ocean Network Express),2023-04-11,2023-04-14,2023-05-01,2023-05-17,16,Delayed,Documentation Issues,58213.18,Low,South Africa → China
100623,231692,8007,19,Netherlands,China,Air,British Airways (IAG),2023-12-12,2023-12-14,2023-12-29,2024-01-02,4,Delayed,Carrier Issues,1782.77,High,Netherlands → China
100624,208906,5048,14,China,Netherlands,Road,DHL,2024-12-02,2024-12-06,2024-12-22,2024-12-29,7,Delayed,Customs,54668.55,Medium,China → Netherlands
100625,225307,5139,1,Brazil,India,Air,Emirates (EK),2024-08-31,2024-09-02,2024-09-10,2024-09-10,0,On-Time,,53397.56,High,Brazil → India
100626,211322,8507,20,USA,Germany,Sea,COSCO,2023-07-09,2023-07-10,2023-07-20,2023-07-22,2,Delayed,Port Congestion,22798.08,Low,USA → Germany
100627,209924,7616,15,Germany,India,Sea,ONE (Ocean Network Express),2023-09-21,2023-09-23,2023-09-30,2023-10-06,6,Delayed,Port Congestion,58505.84,Medium,Germany → India
100628,250933,6362,2,Germany,South Africa,Sea,MSC (Mediterranean Shipping Company),2024-03-27,2024-03-28,2024-04-17,2024-04-24,7,Delayed,Customs,46162.34,High,Germany → South Africa
100629,284604,7015,4,USA,South Africa,Road,FedEx,2023-08-12,2023-08-17,2023-08-25,2023-08-31,6,Delayed,Documentation Issues,53939.62,High,USA → South Africa
100630,204569,5298,3,Brazil,USA,Road,FedEx,2024-04-01,2024-04-02,2024-04-22,2024-04-22,0,On-Time,,12015.22,Low,Brazil → USA
